GROUP,DB_ID,FIELD_NO,PROJECT,CRUISE_ID,CONTACT,AREA,LATITUDE,LONGITUDE,DEPTH_M,T_DEPTH,B_DEPTH,DEVICE,MONTH_COLL,DAY_COLL,YEAR_COLL,MONTH_ANAL,DAY_ANAL,YEAR_ANAL,WEIGHT,GRAVEL_PCT,SAND_PCT,SILT_PCT,CLAY_PCT,CLASSIFICA,MEDIAN,MEAN,STDEV,SKEWNESS,KURTOSIS,MODE1CLASS,MODE1FREQ,MODE2CLASS,MODE2FREQ,MODE3CLASS,MODE3FREQ,NMODES,PHIm5,PHIm4,PHIm3,PHIm2,PHIm1,PHI_0,PHI_1,PHI_2,PHI_3,PHI_4,PHI_5,PHI_6,PHI_7,PHI_8,PHI_9,PHI_10,PHI_11,ANALYST,ANAL_COMM,LITHOLOGY,COMMENTS
3,AZ708,293,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.5583,-70.646945,40.2,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ632,294,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.5761983,-70.6463717,33.9,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,33.4938,1.4,75.84,18.86,3.89,SAND,3.55,3.78,1.77,0.35,3.44,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.27,1.13,1.81,2.01,1.31,9.93,60.78,7.45,4.83,3.76,2.82,2.09,1.21,0.59,KMCMULLEN, , , 
3,AZ633,295,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.58475,-70.6096017,42.4,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,30.9549,0,63.36,32.98,3.65,SILTY SAND,3.78,4.24,1.39,1.03,4.33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.02,0.17,0.32,2.76,60.09,18.99,6.04,4.77,3.18,2.09,1.07,0.49,KMCMULLEN, , , 
3,AZ634,296,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.5663817,-70.6106183,51.2,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,34.2578,0,49.87,35.76,14.38,SILTY SAND,4.02,5.18,2.12,0.43,-0.51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.03,0.08,0.52,1.78,47.46,8.63,8.69,9.59,8.85,7.48,4.57,2.33,KMCMULLEN, , , 
3,AZ635,297,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.5756267,-70.5734067,57.7,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,32.7243,0,41.48,40.45,18.08,SILTY SAND,5.33,5.62,2.24,0.19,-1.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.03,0.35,0.59,2.59,37.92,6.52,6,14.71,13.22,9.76,5.65,2.67,KMCMULLEN, , , 
3,AZ709,298,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.593125,-70.5373167,61.8,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ636,299,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6110417,-70.5370233,64.3,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,23.1478,0,38.97,41.09,19.94,SANDY SILT,5.68,5.78,2.32,0.16,-1.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.07,0.28,0.66,2.44,35.52,6.65,6.4,13.04,15,9.95,5.68,4.31,KMCMULLEN, , , 
3,AZ637,300,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6201283,-70.5370083,62.9,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,28.9508,0,28.19,56.83,14.98,SANDY SILT,5.82,5.79,1.97,0.15,-0.83,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.02,0.13,0.28,1.17,26.59,11.78,12.16,19.53,13.36,8.76,4.31,1.91,KMCMULLEN, , , 
3,AZ710,301,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.611625,-70.586035,22.9,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ711,302,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.62091,-70.585465,22,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ712,303,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6283567,-70.5711983,12.2,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ638,304,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.638225,-70.548815,42.1,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,29.9216,0,72.39,23.31,4.31,SILTY SAND,3.68,4.25,1.51,0.96,3.09,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.07,0.13,0.26,2.11,69.82,6.87,6.08,6.09,4.27,2.63,1.19,0.49,KMCMULLEN, , , 
3,AZ639,305,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6559283,-70.5359783,61.9,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,24.6134,0,53.47,33.69,12.86,SILTY SAND,3.93,5.14,2.14,0.37,-0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.02,0.24,0.78,3.17,49.26,4.36,5.34,13.55,10.44,7.01,3.96,1.89,KMCMULLEN, , , 
3,AZ640,306,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.665265,-70.5362083,68.2,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,34.4255,0,67.33,23.18,9.47,SILTY SAND,3.73,4.61,1.95,0.68,0.68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.05,0.2,0.5,3.18,63.4,4.49,4.49,7.21,6.99,5.03,2.98,1.46,KMCMULLEN, , , 
3,AZ641,307,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6469217,-70.4999233,80.1,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,25.3474,3.65,83.98,8.68,3.69,SAND,2.2,2.39,2.15,0.62,2.88,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,2.14,1.51,4.79,7.47,25.95,41.09,4.68,1.99,1.48,2.73,2.48,2,1.14,0.55,KMCMULLEN, , , 
3,AZ713,308,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.68276165,-70.49923,49.4,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ714,309,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6830417,-70.5235033,61.2,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ715,310,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6922683,-70.5229433,49.2,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ642,311,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.7194967,-70.522405,82.3,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,16.7942,0,14.91,50.59,34.49,CLAYEY SILT,7.34,7,2.08,-0.28,-0.34,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.1,0.28,0.47,1.16,12.9,5.25,5.27,16.76,23.31,18.67,10.59,5.23,KMCMULLEN, , , 
3,AZ643,312,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.7103617,-70.5834983,57.3,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,32.1443,0,73.78,19.94,6.27,SILTY SAND,3.35,3.99,1.93,0.74,1.27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.05,0.25,1.17,35.6,36.71,4.47,3.75,6.21,5.51,3.56,1.86,0.85,KMCMULLEN, , , 
3,AZ644,313,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.69255,-70.5968683,27.8,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,38.7666,0,97.71,1.9,0.39,SAND,3.48,3.5,0.44,5.3,144.45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.06,0.02,0.13,4.97,92.53,1.15,0.27,0.24,0.24,0.2,0.12,0.07,KMCMULLEN, , , 
3,AZ645,314,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.720015,-70.62043,41.5,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,146.96,1.11,94.81,2.93,1.14,SAND,2.37,2.38,1.31,0.67,12.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.97,0,0.14,1.29,2.48,22.32,61.83,6.89,0.45,0.65,0.93,0.9,0.65,0.34,0.15,KMCMULLEN, , , 
3,AZ646,315,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.7106933,-70.632765,37.9,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,39.1882,0.06,87.88,8.94,3.11,SAND,2.65,3.11,1.6,1.21,5.79,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0.06,0.16,0.87,6.75,64.67,15.43,1.11,2.37,2.76,2.7,1.76,0.93,0.42,KMCMULLEN, , , 
3,AZ647,316,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.711395,-70.6695717,30.5,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,44.6252,0,95.8,3.36,0.84,SAND,2.56,2.68,1.04,1.5,14.95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.05,1.22,16.38,57.44,20.71,1.03,0.84,0.82,0.67,0.48,0.24,0.12,KMCMULLEN, , , 
3,AZ648,337,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.702085,-70.6574067,27.7,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,32.5425,0,95.46,3.3,1.23,SAND,3.44,3.49,0.84,2.46,30.89,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.04,0.04,0.32,14.43,80.63,1.17,0.74,0.66,0.73,0.61,0.4,0.22,KMCMULLEN, , , 
3,AZ649,338,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.720545,-70.668525,33.7,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,36.1803,0.02,77.09,16.13,6.75,SAND,2.73,3.59,2.17,0.74,1.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0.02,0.16,0.8,10.98,51.79,13.36,1.83,2.65,5.87,5.78,3.71,2.07,0.97,KMCMULLEN, , , 
3,AZ650,339,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.7286383,-70.6567567,36.7,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,40.5932,0,98.71,0.76,0.52,SAND,2.38,2.38,0.82,1.84,29.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.29,1.41,24.56,62.53,9.92,0.18,0.16,0.19,0.23,0.25,0.17,0.1,KMCMULLEN, , , 
3,AZ651,340,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.7378233,-70.631985,53.5,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,40.0988,0.12,87.52,7.79,4.56,SAND,2.75,3.27,1.74,1.16,4.98,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0.12,0.04,0.29,6.37,57.66,23.16,1.07,1.08,2.36,3.28,2.39,1.45,0.72,KMCMULLEN, , , 
3,AZ652,341,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.7473733,-70.6321567,62.3,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,38.2412,0,73.91,18.41,7.67,SILTY SAND,3.59,4.25,1.92,0.75,1.36,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.07,0.4,1.45,14.3,57.69,3.58,2.95,6.22,5.66,4.07,2.42,1.18,KMCMULLEN, , , 
3,AZ653,342,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.7286117,-70.5955033,65.2,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,38.256,0,71.1,20.37,8.53,SILTY SAND,3.67,4.44,1.9,0.75,1.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.02,0.18,0.74,6.98,63.18,3.69,4,7.2,5.48,4.6,2.64,1.29,KMCMULLEN, , , 
3,AZ654,343,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.7106283,-70.6086083,40.8,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,38.111,0.28,94.19,3.98,1.54,SAND,2.54,2.72,1.21,1.61,14.74,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0.28,0.46,1.28,7.99,74.09,10.37,0.53,1.09,1.29,1.07,0.83,0.47,0.24,KMCMULLEN, , , 
3,AZ655,344,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.702305,-70.595335,37.9,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,41.4254,0,96.19,2.98,0.82,SAND,3.37,3.38,0.76,2.29,32.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.03,0.09,0.34,21.93,73.8,1.29,0.66,0.53,0.5,0.44,0.26,0.12,KMCMULLEN, , , 
3,AZ656,345,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6934283,-70.5866017,32.8,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,34.9334,0,95.25,3.46,1.29,SAND,3.49,3.58,0.78,3,41.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.06,0.08,0.2,5.32,89.59,1.64,0.62,0.54,0.66,0.61,0.44,0.24,KMCMULLEN, , , 
3,AZ657,346,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.692515,-70.5602617,55.8,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,31.5187,0,70,20.02,9.96,SILTY SAND,3.66,4.51,2.02,0.67,0.61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.03,0.24,0.64,9.46,59.63,3.02,3.88,6.2,6.92,5.35,3.09,1.52,KMCMULLEN, , , 
3,AZ658,347,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.70195,-70.559255,65.9,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,29.2801,0,45.65,37.56,16.78,SILTY SAND,4.75,5.44,2.27,0.21,-0.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.17,0.56,0.88,4.05,39.99,5.77,5.06,14.78,11.95,9.33,5.01,2.44,KMCMULLEN, , , 
3,AZ659,348,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.719715,-70.5460167,81.8,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,18.0241,0,12.52,62.76,24.72,CLAYEY SILT,6.7,6.59,1.95,-0.09,-0.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.05,0.35,0.45,0.6,11.07,11.17,11.56,21.01,19.02,13.78,7.54,3.4,KMCMULLEN, , , 
3,AZ660,349,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6916317,-70.5102667,47.4,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,179.15,68.21,28.84,1.89,1.05,GRAVEL,-3.18,-2.06,2.9,0.66,1.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,40.79,11.2,11.28,4.94,3.87,9.02,12.22,2.95,0.78,0.28,0.25,0.61,0.75,0.55,0.33,0.17,KMCMULLEN, , , 
3,AZ661,350,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6738683,-70.4989,79.9,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,43.4388,0,78.08,14.86,7.07,SAND,2.81,3.66,2.06,0.84,1.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.05,0.33,3.66,56.52,17.52,2.9,2.11,4.97,4.88,3.78,2.24,1.05,KMCMULLEN, , , 
3,AZ662,351,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.66508,-70.511725,82.8,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,19.4487,0.01,20.16,52.58,27.26,SAND SILT CLAY,6.81,6.54,2.16,-0.16,-0.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0.01,0.14,0.6,0.79,1.39,17.24,6.42,7.34,19.8,19.02,14.95,8.39,3.92,KMCMULLEN, , , 
3,AZ663,352,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6743533,-70.53537,79.5,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,23.1807,0,39.99,42.45,17.56,SANDY SILT,5.2,5.56,2.22,0.21,-0.95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.04,0.4,0.71,2.9,35.94,8.19,9.14,13.39,11.73,9.48,5.45,2.63,KMCMULLEN, , , 
3,AZ664,353,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6651783,-70.5600417,32.7,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,41.3067,0,89.9,8.97,1.13,SAND,3.51,3.62,0.83,2.25,27.87,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.06,0.18,0.36,7.14,82.16,6.16,1.27,0.82,0.72,0.59,0.35,0.19,KMCMULLEN, , , 
3,AZ716,354,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.647155,-70.5604517,15.3,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,27,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ665,355,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6289517,-70.523485,72.8,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,28.0802,0,33.47,50.31,16.22,SANDY SILT,5.4,5.66,2.06,0.24,-0.89,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.01,0.08,0.17,1.26,31.95,11.58,12.24,14.56,11.93,8.97,4.97,2.28,KMCMULLEN, , , 
3,AZ666,356,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6288733,-70.5121517,83.4,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,25.7272,0,24.06,56.2,19.74,SANDY SILT,6.26,6.09,2.06,0.04,-0.89,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.03,0.24,0.43,1.54,21.82,10.69,10.11,20.13,15.27,11.08,5.94,2.72,KMCMULLEN, , , 
3,AZ667,357,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6286583,-70.49994,87.3,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,42.2214,0.08,75.83,17.82,6.28,SAND,3.09,3.8,1.99,0.75,1.48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0.08,0.32,0.57,2.74,43.6,28.6,3.61,3.61,5.86,4.74,3.42,1.94,0.92,KMCMULLEN, , , 
3,AZ717,358,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6104767,-70.5120217,54.4,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,27,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ668,359,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6020617,-70.5488683,59.7,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,30.493,0,29.74,50,20.25,SAND SILT CLAY,5.82,5.93,2.15,0.16,-1.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.05,0.09,0.15,0.91,28.54,10.76,11.59,13.65,14,10.48,6.59,3.18,KMCMULLEN, , , 
3,AZ669,360,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.6113383,-70.5605683,47.4,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,35.4773,0,62.57,25.09,12.34,SILTY SAND,3.79,4.85,2.09,0.56,-0.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.04,0.28,0.44,2.11,59.7,4.22,5.35,7.25,8.27,6.49,3.92,1.93,KMCMULLEN, , , 
3,AZ670,361,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.602595,-70.5855733,39.1,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,43.1169,0,77.17,17.79,5.05,SAND,3.64,4.14,1.52,1.14,4.86,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.1,0.34,0.35,1.78,74.6,6.61,4.12,3.87,3.19,2.57,1.64,0.84,KMCMULLEN, , , 
3,AZ718,362,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.602505,-70.6103617,24.9,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,27,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ671,363,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.5845483,-70.6223267,39.2,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,48.4327,0,71.62,20.68,7.68,SILTY SAND,3.67,4.37,1.92,0.62,1.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.59,1.82,0.58,3.41,65.22,3.84,4.39,6.25,6.2,4.16,2.41,1.11,KMCMULLEN, , , 
3,AZ672,364,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.5838267,-70.5980117,46.6,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,41.3542,0,56.17,30.64,13.18,SILTY SAND,3.89,5.1,2.14,0.43,-0.58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.07,0.17,0.23,1.86,53.84,4.6,4.11,11.78,10.15,6.87,4.22,2.09,KMCMULLEN, , , 
3,AZ673,365,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.583915,-70.574005,54.8,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,28.4781,0,40.13,45.23,14.63,SANDY SILT,5.16,5.52,2.1,0.25,-0.88,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.04,0.14,0.33,1.61,38.01,8.57,8.06,16.63,11.97,7.95,4.49,2.19,KMCMULLEN, , , 
3,AZ674,366,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.5663467,-70.5740167,59.1,0,2,InterOcean SEABOSS (Osprey Config),8,27,2012,11,28,2012,29.3191,0,43.81,39.67,16.53,SILTY SAND,4.97,5.49,2.22,0.24,-0.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.1,0.27,0.52,2.84,40.08,6.39,7.18,13.74,12.36,8.72,5.31,2.5,KMCMULLEN, , , 
