GROUP,DB_ID,FIELD_NO,PROJECT,CRUISE_ID,CONTACT,AREA,LATITUDE,LONGITUDE,DEPTH_M,T_DEPTH,B_DEPTH,DEVICE,MONTH_COLL,DAY_COLL,YEAR_COLL,MONTH_ANAL,DAY_ANAL,YEAR_ANAL,WEIGHT,GRAVEL_PCT,SAND_PCT,SILT_PCT,CLAY_PCT,CLASSIFICA,MEDIAN,MEAN,STDEV,SKEWNESS,KURTOSIS,MODE1CLASS,MODE1FREQ,MODE2CLASS,MODE2FREQ,MODE3CLASS,MODE3FREQ,NMODES,PHIm5,PHIm4,PHIm3,PHIm2,PHIm1,PHI_0,PHI_1,PHI_2,PHI_3,PHI_4,PHI_5,PHI_6,PHI_7,PHI_8,PHI_9,PHI_10,PHI_11,ANALYST,ANAL_COMM,LITHOLOGY,COMMENTS
3,AZ684,242,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.29704,-70.6869483,35.1,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ685,243,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.3152417,-70.6997183,38,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ686,244,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.3331367,-70.6983917,40.5,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ606,245,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.34214,-70.673835,54.4,0,2,InterOcean SEABOSS (Osprey Config),8,25,2012,11,28,2012,31.2543,0.05,69.04,21.34,9.56,SILTY SAND,3.54,4.29,2.23,0.49,0.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0.05,0.41,1.79,4.54,20.53,41.77,2.8,3.41,8.37,6.76,5.19,2.94,1.43,KMCMULLEN, , , 
3,AZ607,246,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.3511933,-70.6742,58.7,0,2,InterOcean SEABOSS (Osprey Config),8,25,2012,11,28,2012,36.9392,0.1,57.65,29,13.25,SILTY SAND,3.83,4.92,2.35,0.27,-0.67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0.1,0.47,1.35,3.04,8.31,44.48,2.77,3.45,11.99,10.79,7.34,4.02,1.89,KMCMULLEN, , , 
3,AZ608,247,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.3597267,-70.6614967,64.1,0,2,InterOcean SEABOSS (Osprey Config),8,25,2012,11,28,2012,74.37,8.4,37.35,37.6,16.65,SILTY SAND,4.7,4.82,3.13,-0.27,-0.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,4.8,3.6,1.23,1.21,2.16,5.25,27.5,6.07,7.56,12.33,11.64,9.77,4.82,2.06,KMCMULLEN, , , 
3,AZ609,248,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.3691783,-70.6613217,65.6,0,2,InterOcean SEABOSS (Osprey Config),8,25,2012,11,28,2012,115.98,14.71,34.89,33.86,16.53,GRAVELLY SEDIMENT,4.08,4.16,3.96,-0.42,-0.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,6.97,5.23,1.46,1.05,0.66,0.85,2.02,5.04,26.32,5.08,5.19,12.32,11.27,11.32,3.93,1.28,KMCMULLEN, , , 
3,AZ610,249,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.36967,-70.6985567,51.5,0,2,InterOcean SEABOSS (Osprey Config),8,25,2012,11,28,2012,40.8662,2.73,84.4,7.31,5.55,SAND,3.01,3.36,2.06,0.5,3.23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,2.4,0.33,0.31,0.83,4.28,41.45,37.53,0.15,0.69,2.4,4.07,2.96,1.75,0.84,KMCMULLEN, , , 
3,AZ611,250,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.3601217,-70.69871,50.3,0,2,InterOcean SEABOSS (Osprey Config),8,25,2012,11,28,2012,34.7699,1.41,83.38,10.02,5.18,SAND,3.2,3.54,1.91,0.62,3.54,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1.2,0.21,0.58,0.86,2.08,36.37,43.49,1.75,1.09,3.84,3.34,2.71,1.65,0.82,KMCMULLEN, , , 
3,AZ612,251,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.342325,-70.7109333,41.9,0,2,InterOcean SEABOSS (Osprey Config),8,25,2012,11,28,2012,36.0324,2.99,75.83,12.03,9.16,SAND,3.33,3.82,2.42,0.34,1.09,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,2.07,0.92,0.85,1.72,3.65,26.48,43.13,0.38,1.46,4.17,6.02,4.68,2.96,1.52,KMCMULLEN, , , 
3,AZ687,252,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.3512867,-70.7227983,36.6,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ688,253,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.3426983,-70.73507,35.2,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ689,254,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.3425983,-70.747225,30.2,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ690,255,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.3518167,-70.7710567,22.3,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ691,256,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.3604833,-70.77151,23.3,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ692,257,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.3903617,-70.7974183,29.3,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ693,258,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.40575,-70.8799175,27.1,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ694,259,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4330983,-70.8799333,24.1,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ695,260,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.433335,-70.84316,33.8,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ613,261,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.46002,-70.8069367,38.7,0,2,InterOcean SEABOSS (Osprey Config),8,25,2012,11,28,2012,37.6836,0.89,76.03,16.77,6.3,SAND,3.57,4.12,1.91,0.53,2.29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.8,0.09,0.21,0.67,1.26,10.71,63.18,2.18,3.69,5.05,5.85,3.63,1.87,0.8,KMCMULLEN, , , 
3,AZ614,262,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4239533,-70.795085,41,0,2,InterOcean SEABOSS (Osprey Config),8,25,2012,11,28,2012,126.77,18.83,21.78,43.25,16.12,GRAVELLY SEDIMENT,4.99,3.95,4.26,-0.36,-0.61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,7.82,5.62,2.74,2.65,1.61,2.82,3.08,2.88,11.39,9.48,9.47,13.85,10.45,9.58,4.84,1.7,KMCMULLEN, , , 
3,AZ696,263,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4235967,-70.78324,38,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ697,264,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4057717,-70.7704767,35.3,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ698,265,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.3693225,-70.7344083,37.5,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ699,266,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.39598915,-70.697465,54.3,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,25,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ615,267,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4140167,-70.6735317,65.8,0,2,InterOcean SEABOSS (Osprey Config),8,25,2012,11,28,2012,20.4971,4.85,24.71,44.74,25.7,SAND SILT CLAY,6.74,5.88,3.03,-0.44,0.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1.44,3.41,2.22,1.15,1.9,4.37,15.07,4.59,4.58,15.31,20.26,14.2,7.79,3.71,KMCMULLEN, , , 
3,AZ616,268,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4214783,-70.6485867,75.8,0,2,InterOcean SEABOSS (Osprey Config),8,25,2012,11,28,2012,22.375,0,7.29,67.06,25.64,CLAYEY SILT,6.84,6.82,1.78,-0.14,0.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.15,0.21,0.33,0.48,6.12,7.81,14.73,23.9,20.62,14.23,7.81,3.6,KMCMULLEN, , , 
3,AZ617,269,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.42292,-70.6369433,80.1,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,18.0786,0,8.83,59.85,31.32,CLAYEY SILT,7.07,6.92,2.07,-0.43,1.49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1.54,0.44,0.59,0.65,5.61,5.08,14.8,19.9,20.07,16.5,9.97,4.85,KMCMULLEN, , , 
3,AZ700,270,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4409633,-70.685765,45.2,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ701,271,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.45075415,-70.698335,53,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ702,272,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4416117,-70.7101867,56.1,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ703,273,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.43194,-70.7213917,46.9,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ704,274,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.441775,-70.7457733,44.8,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ618,275,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4594183,-70.720905,52.8,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,202.65,74.51,15.07,6.87,3.56,GRAVEL,-2.65,-1.32,3.6,0.78,1.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,17.63,26.13,17.63,13.12,3.24,1.6,2.57,4.36,3.3,0.81,1.1,2.46,2.5,2.04,1.05,0.47,KMCMULLEN, , , 
3,AZ619,276,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4775533,-70.7329283,50.8,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,80.84,20.05,38.69,28.56,12.68,GRAVELLY SEDIMENT,3.6,3.45,3.85,-0.17,-0.82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,7.41,10.31,2.33,1.93,1.46,2.12,11.14,22.04,5.37,5.7,9.11,8.38,7.72,3.55,1.41,KMCMULLEN, , , 
3,AZ620,277,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.5046267,-70.7452167,43.1,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,46.6907,4.3,79,11.49,5.21,SAND,3.27,3.34,2.29,0.15,2.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,1.75,0.22,2.33,2,3.75,6.05,21.49,45.71,2.12,1.91,3.39,4.07,2.83,1.63,0.75,KMCMULLEN, , , 
3,AZ808,278,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.54537165,-70.75963585,18.1,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ621,279,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.558485,-70.6837767,37.1,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,58.411,23.85,48.19,26.2,1.75,GRAVELLY SEDIMENT,1.39,1.67,3.2,0.02,-0.87,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,10.3,7.71,5.84,4.72,17.67,9.65,2.58,13.57,11.87,8.54,3.84,1.95,1.08,0.48,0.19,KMCMULLEN, , , 
3,AZ622,280,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.5216617,-70.6603033,56.5,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,38.3517,0.53,60.32,29.19,9.95,SILTY SAND,3.71,4.54,2.29,0.32,-0.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.49,0.04,0.19,0.68,4.62,17.88,36.95,4.97,5.18,10.37,8.67,5.44,3.07,1.44,KMCMULLEN, , , 
3,AZ623,281,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.495195,-70.685365,56.4,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,28.3872,1.49,41.23,40.2,17.08,SILTY SAND,5.16,5.2,2.68,-0.07,-0.52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.78,0.71,1.22,2.12,4.55,10.2,23.14,6.09,7.31,13.97,12.83,9.63,5.06,2.39,KMCMULLEN, , , 
3,AZ624,282,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4857783,-70.6854033,59.6,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,40.0302,0.88,49.73,38.86,10.51,SILTY SAND,3.97,4.48,2.57,0.09,-0.52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.52,0.36,1.63,5.02,7.76,15.11,20.21,9.4,10.12,10.06,9.28,6.13,3.02,1.36,KMCMULLEN, , , 
3,AZ705,283,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4677983,-70.684755,60.8,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ706,284,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.468,-70.6727583,59.9,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ707,285,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4499883,-70.66058,58.5,-9999,-9999,InterOcean SEABOSS (Osprey Config),8,26,2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,GRAVEL,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,SACKERMAN, , ,GRAVEL-VISUAL OBSERVATION
3,AZ625,286,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4582533,-70.6240417,80.3,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,25.6764,0,5.39,67.63,26.97,CLAYEY SILT,7.15,7.06,1.61,-0.18,0.32,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.03,0.1,0.12,0.21,4.93,5.51,10.64,24.43,27.05,16.14,7.62,3.21,KMCMULLEN, , , 
3,AZ626,287,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4766317,-70.6365217,75.1,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,25.9947,0,10.04,69.09,20.86,CLAYEY SILT,6.44,6.46,1.79,0.03,-0.49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.03,0.11,0.14,0.27,9.49,12.27,18.06,21.69,17.07,12.14,6.18,2.54,KMCMULLEN, , , 
3,AZ627,288,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.4947017,-70.623655,73,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,28.6128,0,16.28,61.28,22.44,CLAYEY SILT,6.63,6.45,1.96,-0.02,-0.88,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.01,0.08,0.12,0.38,15.69,11.38,10.97,18.14,20.79,12.46,6.93,3.05,KMCMULLEN, , , 
3,AZ628,289,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.5128367,-70.6358933,64,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,28.5891,0,32.97,52.39,14.64,SANDY SILT,5.21,5.48,2.11,0.2,-0.57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.15,0.45,1.42,4.4,26.55,13.95,14.69,13.37,10.38,7.85,4.62,2.17,KMCMULLEN, , , 
3,AZ629,290,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.5304133,-70.6232367,61.4,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,28.8959,0,42.18,41.56,16.26,SILTY SAND,4.84,5.46,2.16,0.3,-0.83,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0.07,0.23,0.35,1.5,40.03,9.32,9.04,12.35,10.85,8.51,5.18,2.57,KMCMULLEN, , , 
3,AZ630,291,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.54538,-70.6354533,56,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,37.0049,5.15,39.96,40.23,14.66,SILTY SAND,4.74,4.98,2.95,-0.38,1.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,4.29,0,0.86,0.94,1.16,1.54,2.7,33.62,6.65,6.69,14.9,11.99,7.89,4.6,2.17,KMCMULLEN, , , 
3,AZ631,292,COASTAL MASS,2012-035-FA,SACKERMAN,MASSBAY,42.5487317,-70.6478217,51.5,0,2,InterOcean SEABOSS (Osprey Config),8,26,2012,11,28,2012,37.7608,1.61,65.83,23.07,9.5,SILTY SAND,3.66,4.33,2.3,0.27,0.62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.64,0.97,0.94,1.81,3.55,8.41,51.12,4.38,4.19,7.65,6.85,5.05,3.01,1.44,KMCMULLEN, , , 
